Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Moisture,pH_Value,Rainfall,Crop,Soil_Type,Variety,Fertilizer
14.47,34.50,62.36,29.41,68.37,N/A,7.20,70.97,Maize,Silt,Flint,N/A
102.14,37.42,53.58,43.19,52.97,N/A,4.94,122.91,Maize,Clay,Dent,N/A
31.67,53.29,74.63,42.62,59.47,N/A,6.28,347.38,Maize,Saline,Dent,N/A
40.37,48.57,62.01,20.88,30.13,N/A,5.54,174.06,Maize,Clay,Flint,N/A
126.39,72.39,32.59,13.73,37.62,N/A,7.21,389.60,Maize,Loamy,Sweet,N/A
104.67,82.98,66.62,19.96,50.00,N/A,6.00,285.93,Maize,Clay,Flint,N/A
61.27,19.62,34.47,16.57,94.03,N/A,5.00,196.71,Maize,Clay,Sweet,N/A
130.06,85.16,10.52,11.10,52.74,N/A,7.82,120.37,Maize,Sandy,Flint,N/A
65.04,51.25,67.46,16.61,97.39,N/A,7.86,304.82,Maize,Saline,Dent,N/A
76.87,30.69,37.93,12.23,44.78,N/A,7.46,266.24,Maize,Peaty,Dent,N/A
58.71,39.16,50.51,14.19,88.45,N/A,5.65,39.70,Maize,Clay,Flint,N/A
92.59,39.87,57.66,32.48,86.44,N/A,6.98,202.84,Maize,Silt,Sweet,N/A
27.79,66.58,16.71,11.46,71.78,N/A,6.71,120.87,Maize,Sandy,Sweet,N/A
30.01,40.82,71.27,22.08,45.35,N/A,7.37,203.01,Maize,Silt,Sweet,N/A
145.78,60.95,36.96,18.60,58.15,N/A,6.93,119.00,Maize,Silt,Flint,N/A
13.72,5.05,37.90,20.48,40.00,N/A,6.21,92.13,Maize,Loamy,Flint,N/A
134.20,13.59,33.17,20.56,33.93,N/A,5.94,394.18,Maize,Sandy,Flint,N/A
36.39,44.06,21.95,20.70,47.10,N/A,4.57,105.11,Maize,Peaty,Flint,N/A
116.68,64.34,39.67,14.89,60.92,N/A,7.65,313.40,Maize,Loamy,Dent,N/A
122.02,76.72,49.80,38.78,30.58,N/A,8.28,396.00,Maize,Loamy,Dent,N/A
59.26,84.32,91.76,38.98,62.58,N/A,5.60,56.38,Maize,Clay,Sweet,N/A
77.98,62.68,96.75,40.76,73.71,N/A,8.05,291.40,Maize,Peaty,Flint,N/A
23.20,62.97,26.34,24.54,57.69,N/A,7.72,217.69,Maize,Peaty,Flint,N/A
40.11,43.52,28.93,28.52,84.33,N/A,6.01,395.78,Maize,Peaty,Dent,N/A
129.12,35.93,94.09,26.27,43.58,N/A,8.37,36.77,Maize,Peaty,Flint,N/A
72.38,39.02,29.73,32.50,57.51,N/A,6.65,239.32,Maize,Saline,Sweet,N/A
76.39,33.65,59.66,14.95,92.79,N/A,5.51,289.37,Maize,Loamy,Flint,N/A
73.40,89.57,68.55,29.95,41.63,N/A,7.89,45.42,Maize,Peaty,Flint,N/A
49.45,52.54,68.72,41.69,70.22,N/A,7.60,200.43,Maize,Sandy,Dent,N/A
131.41,37.77,82.85,21.02,56.91,N/A,5.17,254.48,Maize,Clay,Flint,N/A
80.28,35.22,83.45,21.02,58.64,N/A,7.86,278.21,Maize,Silt,Dent,N/A
77.86,78.95,21.02,20.89,52.99,N/A,8.45,62.87,Maize,Silt,Dent,N/A
66.76,83.96,74.23,30.87,74.38,N/A,8.07,130.91,Maize,Loamy,Dent,N/A
19.21,6.82,70.46,14.15,62.01,N/A,7.10,361.86,Maize,Loamy,Flint,N/A
7.89,51.16,95.78,37.77,48.83,N/A,6.86,98.49,Maize,Loamy,Flint,N/A
72.33,58.79,64.96,16.83,90.18,N/A,6.15,173.79,Maize,Saline,Flint,N/A
10.90,30.31,59.68,16.92,75.85,N/A,7.91,389.28,Maize,Clay,Dent,N/A
145.28,65.55,59.65,41.35,74.90,N/A,6.44,356.78,Maize,Silt,Dent,N/A
112.91,21.10,45.32,14.65,60.45,N/A,6.84,31.29,Maize,Loamy,Sweet,N/A
39.07,81.68,36.65,12.25,39.33,N/A,6.08,154.52,Maize,Saline,Flint,N/A
146.71,51.62,18.59,42.40,91.58,N/A,5.16,306.11,Maize,Clay,Dent,N/A
119.49,35.04,26.34,18.37,43.90,N/A,8.30,61.65,Maize,Silt,Flint,N/A
9.51,19.67,32.11,41.57,98.91,N/A,7.53,264.83,Maize,Clay,Sweet,N/A
84.85,6.58,55.87,28.78,52.67,N/A,7.94,102.06,Maize,Silt,Flint,N/A
138.11,51.71,69.26,21.75,76.61,N/A,5.19,245.18,Maize,Peaty,Dent,N/A
41.31,46.10,82.81,34.03,35.57,N/A,5.84,22.85,Maize,Clay,Sweet,N/A
73.25,20.20,21.55,13.66,54.71,N/A,7.76,142.84,Maize,Silt,Sweet,N/A
97.01,61.34,11.76,34.15,62.22,N/A,4.84,167.56,Maize,Saline,Sweet,N/A
92.35,81.04,75.89,15.09,55.29,N/A,7.80,348.16,Maize,Saline,Dent,N/A
71.18,88.84,35.42,11.24,76.26,N/A,6.60,252.91,Maize,Sandy,Flint,N/A
99.08,40.76,15.73,20.83,61.88,N/A,6.64,222.17,Maize,Sandy,Sweet,N/A
69.05,64.84,74.38,42.17,91.36,N/A,7.74,48.29,Maize,Saline,Flint,N/A
12.11,15.18,36.90,20.90,98.62,N/A,4.84,140.09,Maize,Peaty,Dent,N/A
104.86,29.98,53.96,38.21,85.45,N/A,6.48,151.55,Maize,Silt,Dent,N/A
97.09,47.16,26.45,25.47,81.85,N/A,5.51,153.96,Maize,Sandy,Dent,N/A
91.89,61.26,10.05,15.43,34.14,N/A,5.26,287.20,Maize,Peaty,Sweet,N/A
111.25,58.87,19.69,31.00,36.07,N/A,4.72,102.01,Maize,Clay,Flint,N/A
68.43,57.61,73.39,39.74,38.68,N/A,7.05,183.93,Maize,Peaty,Dent,N/A
65.36,15.90,57.43,35.80,42.19,N/A,7.84,164.04,Maize,Clay,Dent,N/A
139.31,84.76,35.91,28.12,34.25,N/A,7.82,206.65,Maize,Clay,Dent,N/A
113.78,13.26,18.25,14.30,70.10,N/A,5.24,97.56,Maize,Peaty,Dent,N/A
132.12,73.22,76.36,39.67,38.55,N/A,6.94,100.45,Maize,Sandy,Sweet,N/A
35.08,50.66,42.51,35.75,57.41,N/A,8.26,299.02,Maize,Peaty,Dent,N/A
55.56,62.12,81.64,27.54,99.49,N/A,7.64,69.44,Maize,Sandy,Sweet,N/A
79.99,38.86,35.33,14.24,74.83,N/A,6.18,265.31,Maize,Silt,Dent,N/A
28.62,82.63,48.11,35.30,94.79,N/A,4.78,36.01,Maize,Sandy,Sweet,N/A
25.21,57.03,17.92,44.18,65.09,N/A,6.51,111.34,Maize,Sandy,Flint,N/A
25.60,24.13,38.17,13.88,58.23,N/A,5.02,306.87,Maize,Sandy,Sweet,N/A
100.39,30.51,84.48,26.11,56.27,N/A,6.98,204.93,Maize,Clay,Sweet,N/A
92.20,27.07,43.02,13.45,70.94,N/A,6.15,223.73,Maize,Sandy,Flint,N/A
146.06,28.73,46.94,40.02,34.59,N/A,7.20,41.70,Maize,Saline,Sweet,N/A
84.37,80.02,40.20,43.15,48.23,N/A,6.35,258.37,Maize,Saline,Flint,N/A
87.65,36.75,37.54,20.86,77.77,N/A,5.08,291.94,Maize,Loamy,Sweet,N/A
89.36,86.02,86.29,40.88,99.43,N/A,7.67,259.73,Maize,Saline,Flint,N/A
46.62,23.44,66.08,11.69,32.76,N/A,6.65,112.68,Maize,Sandy,Dent,N/A
21.00,26.12,56.85,25.30,57.45,N/A,5.31,177.34,Maize,Sandy,Sweet,N/A
66.62,43.89,29.27,21.63,86.78,N/A,6.91,123.38,Maize,Sandy,Sweet,N/A
113.47,69.70,14.06,27.00,93.44,N/A,7.17,315.98,Maize,Peaty,Flint,N/A
96.08,89.69,34.85,31.40,82.66,N/A,5.14,121.53,Maize,Silt,Flint,N/A
91.13,49.04,13.79,34.00,32.70,N/A,6.29,139.85,Maize,Loamy,Sweet,N/A
31.76,58.95,54.58,16.22,97.54,N/A,6.97,154.15,Maize,Peaty,Flint,N/A
74.95,39.55,24.35,35.46,46.80,N/A,5.12,20.52,Maize,Saline,Flint,N/A
40.57,66.67,57.43,29.92,68.29,N/A,6.87,112.87,Maize,Loamy,Dent,N/A
19.21,62.39,33.23,33.48,90.05,N/A,4.73,321.45,Maize,Loamy,Dent,N/A
54.67,64.89,98.54,10.97,34.85,N/A,5.78,394.18,Maize,Clay,Sweet,N/A
66.72,44.81,69.90,29.90,98.57,N/A,6.91,175.75,Maize,Clay,Flint,N/A
49.58,83.09,82.38,43.54,84.55,N/A,7.83,99.84,Maize,Silt,Sweet,N/A
64.85,19.14,32.42,23.00,64.23,N/A,7.44,284.53,Maize,Sandy,Flint,N/A
66.35,36.61,74.31,22.86,83.72,N/A,5.19,210.44,Maize,Clay,Sweet,N/A
68.64,60.78,60.37,13.60,74.12,N/A,7.75,34.64,Maize,Sandy,Dent,N/A
146.93,58.89,12.54,19.45,69.88,N/A,5.76,274.70,Maize,Peaty,Dent,N/A
113.61,69.94,21.32,20.58,71.80,N/A,6.07,338.36,Maize,Sandy,Dent,N/A
118.76,47.27,82.32,24.17,92.69,N/A,6.40,69.46,Maize,Sandy,Flint,N/A
101.23,62.04,95.40,24.52,47.17,N/A,6.73,202.10,Maize,Clay,Dent,N/A
140.62,10.70,65.10,43.44,71.70,N/A,5.47,58.04,Maize,Loamy,Dent,N/A
59.80,72.41,53.64,31.54,41.51,N/A,5.58,271.41,Maize,Silt,Dent,N/A
72.72,61.78,80.90,37.57,39.81,N/A,6.98,131.50,Maize,Loamy,Sweet,N/A
87.17,61.80,94.31,38.91,86.30,N/A,4.73,186.11,Maize,Sandy,Sweet,N/A
16.41,46.32,75.12,29.25,85.56,N/A,7.25,338.72,Maize,Sandy,Dent,N/A
74.63,51.93,31.21,23.53,47.56,N/A,5.81,39.60,Maize,Clay,Sweet,N/A
29.92,16.67,12.13,39.65,65.62,N/A,8.33,201.52,Maize,Silt,Dent,N/A
76.95,72.10,45.87,33.88,49.75,N/A,7.53,160.19,Maize,Peaty,Dent,N/A
28.42,17.16,86.13,19.92,70.62,N/A,7.43,133.51,Maize,Peaty,Sweet,N/A
62.77,62.35,27.99,36.59,82.20,N/A,5.98,364.61,Maize,Clay,Flint,N/A
85.03,69.64,27.00,37.41,91.59,N/A,6.40,328.50,Maize,Silt,Sweet,N/A
125.51,22.99,27.25,22.78,95.13,N/A,4.83,368.31,Maize,Sandy,Flint,N/A
42.17,29.74,53.32,14.60,82.28,N/A,5.35,231.13,Maize,Saline,Flint,N/A
117.16,66.13,86.99,29.00,97.68,N/A,6.43,73.64,Maize,Silt,Sweet,N/A
41.79,63.96,13.51,37.78,89.73,N/A,6.40,211.36,Maize,Clay,Sweet,N/A
27.60,84.58,36.08,19.61,46.25,N/A,8.19,281.35,Maize,Silt,Dent,N/A
93.66,25.22,80.51,38.20,84.98,N/A,5.55,153.66,Maize,Clay,Dent,N/A
107.87,41.53,79.94,14.10,65.84,N/A,8.18,226.08,Maize,Peaty,Flint,N/A
77.36,79.78,22.73,40.81,51.07,N/A,6.07,154.82,Maize,Sandy,Flint,N/A
78.42,81.19,79.63,41.81,58.13,N/A,5.64,118.79,Maize,Sandy,Dent,N/A
145.47,66.81,68.64,33.43,95.90,N/A,7.06,24.80,Maize,Loamy,Dent,N/A
50.10,43.81,46.57,31.78,57.54,N/A,8.34,146.86,Maize,Sandy,Dent,N/A
91.92,61.87,10.23,43.69,33.31,N/A,7.97,334.38,Maize,Peaty,Sweet,N/A
75.75,22.07,29.73,41.60,34.41,N/A,5.60,124.62,Maize,Sandy,Flint,N/A
19.93,55.80,80.54,24.53,73.98,N/A,6.51,192.34,Maize,Silt,Dent,N/A
53.95,89.03,73.38,16.31,90.06,N/A,6.04,392.72,Maize,Saline,Sweet,N/A
7.58,83.33,27.63,31.33,79.28,N/A,7.96,215.22,Maize,Sandy,Dent,N/A
137.70,59.41,44.87,18.78,77.67,N/A,6.94,106.11,Maize,Loamy,Flint,N/A
5.01,24.49,92.48,12.22,67.16,N/A,5.93,397.72,Maize,Silt,Dent,N/A
111.33,17.63,84.68,29.96,73.99,N/A,6.77,33.78,Maize,Loamy,Dent,N/A
15.70,53.93,66.71,11.08,91.29,N/A,4.86,38.56,Maize,Silt,Flint,N/A
24.30,36.38,11.95,18.02,57.67,N/A,5.86,259.62,Maize,Silt,Flint,N/A
148.22,55.94,57.66,14.80,88.60,N/A,6.51,276.51,Maize,Clay,Sweet,N/A
10.83,64.39,25.26,33.22,50.14,N/A,7.29,23.98,Maize,Sandy,Dent,N/A
61.18,19.74,14.49,21.08,52.84,N/A,6.98,89.50,Maize,Sandy,Flint,N/A
120.30,11.62,89.55,32.17,44.94,N/A,8.03,380.88,Maize,Silt,Flint,N/A
144.13,61.15,75.02,20.15,33.08,N/A,6.81,58.14,Maize,Silt,Sweet,N/A
142.83,51.60,36.33,20.58,48.30,N/A,8.05,246.39,Maize,Silt,Sweet,N/A
120.71,21.76,20.95,36.53,73.63,N/A,5.50,168.95,Maize,Clay,Sweet,N/A
148.74,28.78,50.89,37.85,61.31,N/A,7.09,386.83,Maize,Saline,Flint,N/A
119.10,71.72,63.77,18.53,70.17,N/A,5.68,20.68,Maize,Silt,Dent,N/A
9.81,53.33,78.33,19.97,54.85,N/A,4.85,271.18,Maize,Loamy,Sweet,N/A
55.80,50.55,71.44,28.71,50.23,N/A,7.30,342.42,Maize,Loamy,Dent,N/A
133.72,26.84,99.12,38.08,55.64,N/A,6.58,291.89,Maize,Sandy,Dent,N/A
80.04,81.89,62.23,16.27,36.37,N/A,6.66,72.40,Maize,Peaty,Dent,N/A
57.97,83.22,43.76,27.08,91.06,N/A,5.11,192.07,Maize,Clay,Flint,N/A
125.42,63.19,44.97,41.86,78.89,N/A,8.39,260.52,Maize,Silt,Dent,N/A
123.27,86.08,31.40,20.38,91.57,N/A,4.74,337.85,Maize,Sandy,Dent,N/A
129.78,31.68,87.01,25.18,35.58,N/A,5.95,336.90,Maize,Silt,Flint,N/A
35.03,28.21,17.78,18.36,73.39,N/A,8.26,242.58,Maize,Loamy,Dent,N/A
66.30,24.75,17.88,26.91,37.89,N/A,8.04,332.64,Maize,Sandy,Flint,N/A
22.87,34.27,20.62,26.12,40.05,N/A,7.91,272.66,Maize,Sandy,Flint,N/A
7.08,82.72,19.67,11.64,51.86,N/A,8.25,164.61,Maize,Saline,Flint,N/A
96.55,74.77,55.70,19.59,32.38,N/A,5.17,133.40,Maize,Saline,Dent,N/A
97.61,85.82,84.25,23.68,57.70,N/A,7.93,38.92,Maize,Loamy,Flint,N/A
14.23,64.78,25.57,43.99,93.03,N/A,5.78,165.09,Maize,Silt,Sweet,N/A
149.70,14.22,68.81,40.74,45.04,N/A,6.18,232.92,Maize,Loamy,Sweet,N/A
22.16,9.00,17.67,14.04,55.91,N/A,7.24,209.86,Maize,Clay,Flint,N/A
138.47,43.98,75.77,31.60,33.62,N/A,6.05,167.37,Maize,Sandy,Sweet,N/A
37.10,53.72,11.61,25.68,63.35,N/A,4.80,93.52,Maize,Sandy,Dent,N/A
84.29,27.81,45.09,32.65,31.75,N/A,4.57,83.63,Maize,Saline,Flint,N/A
124.81,67.63,89.56,21.49,99.00,N/A,4.90,279.51,Maize,Clay,Dent,N/A
14.14,40.57,83.24,40.62,32.93,N/A,7.60,57.29,Maize,Saline,Sweet,N/A
75.08,12.63,66.25,29.46,50.83,N/A,7.01,380.23,Maize,Silt,Sweet,N/A
121.32,71.19,12.64,19.20,52.85,N/A,5.29,314.58,Maize,Loamy,Dent,N/A
117.62,67.54,37.02,13.66,70.24,N/A,5.25,330.12,Maize,Sandy,Flint,N/A
40.75,80.44,13.78,31.77,49.32,N/A,8.36,358.03,Maize,Peaty,Dent,N/A
130.48,38.37,98.50,27.77,42.84,N/A,8.14,44.77,Maize,Silt,Flint,N/A
104.82,22.79,34.68,29.19,91.27,N/A,5.13,376.51,Maize,Clay,Sweet,N/A
11.09,70.55,21.77,22.40,43.19,N/A,5.74,22.95,Maize,Peaty,Dent,N/A
19.84,65.69,36.45,28.46,32.21,N/A,5.32,145.31,Maize,Peaty,Flint,N/A
80.41,41.46,26.31,15.94,72.33,N/A,4.50,47.58,Maize,Sandy,Flint,N/A
40.19,56.83,66.38,27.78,97.78,N/A,7.46,221.13,Maize,Clay,Dent,N/A
51.26,72.53,61.00,24.87,53.42,N/A,7.21,301.35,Maize,Sandy,Flint,N/A
57.94,18.01,63.55,34.59,45.92,N/A,7.94,180.65,Maize,Silt,Dent,N/A
148.49,86.93,51.00,37.69,87.65,N/A,7.00,300.42,Maize,Silt,Sweet,N/A
90.95,66.08,79.13,20.16,48.59,N/A,5.04,193.70,Maize,Silt,Dent,N/A
83.86,59.68,38.86,12.55,97.46,N/A,7.71,197.79,Maize,Peaty,Flint,N/A
43.28,25.77,58.84,19.65,85.58,N/A,5.52,236.32,Maize,Sandy,Sweet,N/A
37.12,79.65,98.39,25.06,30.60,N/A,6.04,372.09,Maize,Peaty,Dent,N/A
50.73,84.79,88.17,36.07,76.78,N/A,5.43,26.53,Maize,Loamy,Sweet,N/A
148.18,40.38,70.89,31.41,90.32,N/A,5.69,246.15,Maize,Silt,Flint,N/A
36.58,43.72,31.57,10.87,55.13,N/A,6.06,27.62,Maize,Sandy,Sweet,N/A
99.70,40.03,28.90,14.35,56.05,N/A,6.26,63.53,Maize,Peaty,Flint,N/A
33.87,24.24,62.61,28.28,84.10,N/A,5.31,109.38,Maize,Sandy,Dent,N/A
61.70,54.85,68.00,27.21,55.67,N/A,5.06,240.69,Maize,Sandy,Sweet,N/A
75.72,60.49,42.51,37.65,88.44,N/A,7.74,302.73,Maize,Saline,Sweet,N/A
59.31,32.21,34.96,11.36,59.25,N/A,7.57,192.83,Maize,Clay,Dent,N/A
114.36,35.29,31.60,35.35,67.86,N/A,4.57,169.43,Maize,Loamy,Sweet,N/A
70.21,18.85,68.65,17.89,59.54,N/A,8.11,65.94,Maize,Sandy,Dent,N/A
120.00,55.72,81.88,42.41,77.08,N/A,8.06,178.66,Maize,Saline,Dent,N/A
62.98,29.36,75.30,26.43,48.01,N/A,7.69,27.63,Maize,Loamy,Sweet,N/A
9.68,17.02,82.49,38.34,61.63,N/A,5.03,282.54,Maize,Saline,Dent,N/A
69.73,81.74,96.04,25.97,32.06,N/A,5.97,301.07,Maize,Saline,Flint,N/A
93.77,11.21,65.24,39.99,91.30,N/A,5.36,248.19,Maize,Silt,Dent,N/A
41.83,32.17,86.81,10.82,54.98,N/A,7.00,102.99,Maize,Loamy,Flint,N/A
93.42,82.99,18.82,19.18,32.96,N/A,7.63,108.16,Maize,Clay,Sweet,N/A
10.55,64.06,97.65,26.05,70.38,N/A,6.30,84.02,Maize,Loamy,Sweet,N/A
110.72,19.53,13.41,10.76,75.36,N/A,8.08,39.56,Maize,Saline,Dent,N/A
143.66,27.91,27.29,10.65,85.77,N/A,4.90,369.07,Maize,Clay,Flint,N/A
104.45,46.04,71.86,15.74,91.66,N/A,8.18,301.21,Maize,Sandy,Sweet,N/A
9.07,34.53,46.17,20.25,79.46,N/A,4.55,361.62,Maize,Silt,Sweet,N/A
85.68,39.34,65.43,26.86,88.50,N/A,6.20,377.37,Maize,Clay,Flint,N/A
12.03,50.19,60.78,37.64,30.90,N/A,8.44,266.65,Maize,Silt,Sweet,N/A
134.32,37.47,72.43,43.47,54.31,N/A,4.88,60.99,Maize,Saline,Sweet,N/A
80.78,67.12,90.78,34.02,43.48,N/A,5.67,144.64,Maize,Saline,Sweet,N/A
141.36,47.23,37.97,32.03,30.01,N/A,5.73,377.22,Maize,Clay,Dent,N/A
100.99,34.26,58.02,22.80,44.32,N/A,4.57,70.50,Maize,Peaty,Sweet,N/A
32.11,12.07,81.51,11.71,41.17,N/A,6.57,103.16,Maize,Loamy,Flint,N/A
63.13,42.34,78.37,35.05,95.75,N/A,5.68,383.22,Maize,Clay,Flint,N/A
105.53,59.89,34.50,12.91,51.80,N/A,6.66,34.02,Maize,Clay,Flint,N/A
81.40,84.04,49.63,40.22,50.05,N/A,6.68,140.57,Maize,Clay,Flint,N/A
90.10,81.68,37.66,37.62,59.08,N/A,6.66,138.32,Maize,Loamy,Sweet,N/A
97.97,56.47,85.66,35.74,38.07,N/A,5.07,340.98,Maize,Sandy,Sweet,N/A
48.29,76.16,97.04,41.38,63.73,N/A,6.59,117.87,Maize,Peaty,Flint,N/A
109.47,73.61,47.67,15.55,36.80,N/A,7.54,260.93,Maize,Peaty,Flint,N/A
94.61,77.78,70.95,36.33,49.91,N/A,5.55,103.83,Maize,Saline,Flint,N/A
70.18,39.35,36.42,21.28,45.33,N/A,5.61,239.27,Maize,Saline,Sweet,N/A
142.43,30.18,10.12,26.43,44.59,N/A,4.88,354.04,Maize,Peaty,Dent,N/A
77.62,38.36,48.26,21.75,43.03,N/A,5.47,65.92,Maize,Sandy,Dent,N/A
83.50,72.65,37.34,36.60,83.79,N/A,4.68,233.12,Maize,Saline,Flint,N/A
127.90,35.39,55.81,32.46,72.45,N/A,7.71,198.03,Maize,Clay,Dent,N/A
65.19,15.44,56.93,25.86,40.91,N/A,4.86,47.97,Maize,Saline,Sweet,N/A
39.74,85.10,47.24,39.87,70.88,N/A,8.22,196.10,Maize,Loamy,Flint,N/A
115.65,60.44,93.32,25.01,57.12,N/A,8.22,52.21,Maize,Sandy,Dent,N/A
73.81,29.11,59.50,19.77,57.27,N/A,5.59,323.63,Maize,Loamy,Dent,N/A
20.31,88.29,71.20,20.14,97.88,N/A,7.94,388.63,Maize,Saline,Flint,N/A
140.01,47.04,75.70,29.39,30.95,N/A,6.78,252.45,Maize,Silt,Flint,N/A
14.24,66.57,18.94,30.29,50.62,N/A,6.10,102.59,Maize,Loamy,Flint,N/A
13.06,67.23,81.06,29.64,32.83,N/A,7.93,217.99,Maize,Silt,Flint,N/A
121.42,45.07,69.40,35.99,37.62,N/A,4.73,248.35,Maize,Clay,Dent,N/A
38.08,50.84,13.08,43.43,35.53,N/A,7.48,205.94,Maize,Silt,Sweet,N/A
98.85,21.04,91.89,11.95,75.45,N/A,7.18,291.79,Maize,Peaty,Dent,N/A
39.04,32.56,95.13,42.15,90.72,N/A,7.71,285.93,Maize,Clay,Dent,N/A
146.97,61.88,54.63,44.45,39.06,N/A,8.08,328.79,Maize,Peaty,Flint,N/A
11.64,22.60,96.33,43.52,68.45,N/A,6.38,26.99,Maize,Silt,Sweet,N/A
64.04,80.47,47.99,26.66,73.39,N/A,7.19,55.42,Maize,Sandy,Flint,N/A
98.43,29.42,45.84,23.12,95.82,N/A,5.51,72.55,Maize,Sandy,Sweet,N/A
59.42,75.52,56.21,41.72,58.83,N/A,5.82,298.27,Maize,Loamy,Sweet,N/A
30.58,66.11,48.44,42.14,64.70,N/A,8.25,279.67,Maize,Peaty,Dent,N/A
12.05,68.47,82.14,32.33,54.90,N/A,7.13,114.71,Maize,Sandy,Sweet,N/A
99.83,10.34,23.28,35.17,81.06,N/A,5.42,171.74,Maize,Loamy,Dent,N/A
49.05,48.58,45.26,27.79,49.42,N/A,6.25,283.60,Maize,Peaty,Dent,N/A
18.26,75.21,32.14,14.83,83.20,N/A,5.28,38.13,Maize,Saline,Flint,N/A
23.40,5.83,86.41,25.88,92.10,N/A,4.73,134.22,Maize,Clay,Sweet,N/A
88.52,33.83,63.78,23.48,45.99,N/A,4.85,22.62,Maize,Peaty,Flint,N/A
114.00,46.10,21.15,23.36,89.29,N/A,7.97,107.80,Maize,Silt,Sweet,N/A
134.12,32.80,50.18,27.52,68.84,N/A,6.31,267.09,Maize,Saline,Flint,N/A
147.91,42.87,67.76,30.50,76.62,N/A,6.56,255.96,Maize,Sandy,Dent,N/A
111.55,49.00,43.66,40.63,31.65,N/A,4.50,82.94,Maize,Sandy,Sweet,N/A
41.88,37.34,66.62,31.70,59.95,N/A,6.89,380.83,Maize,Sandy,Sweet,N/A
58.83,53.59,85.78,29.92,54.73,N/A,7.54,161.76,Maize,Silt,Flint,N/A
43.82,50.93,66.88,22.04,74.94,N/A,8.50,109.36,Maize,Silt,Dent,N/A
94.78,53.60,10.35,33.97,90.36,N/A,7.32,182.51,Maize,Clay,Flint,N/A
33.46,23.13,19.26,44.09,84.33,N/A,7.24,149.24,Maize,Sandy,Sweet,N/A
66.81,33.18,45.57,13.19,46.96,N/A,6.79,70.14,Maize,Clay,Sweet,N/A
149.57,6.28,67.81,29.45,65.26,N/A,5.84,70.56,Maize,Silt,Flint,N/A
57.63,59.41,74.48,14.45,30.99,N/A,8.22,181.46,Maize,Loamy,Dent,N/A
116.79,52.27,53.41,25.81,41.38,N/A,8.21,153.96,Maize,Saline,Sweet,N/A
69.57,6.39,76.19,16.41,78.79,N/A,5.82,292.31,Maize,Saline,Sweet,N/A
136.58,32.09,31.81,32.91,45.63,N/A,8.49,67.97,Maize,Sandy,Flint,N/A
44.99,17.40,20.75,26.19,61.80,N/A,4.66,218.13,Maize,Loamy,Flint,N/A
139.02,6.98,35.79,24.51,55.39,N/A,5.62,33.99,Maize,Loamy,Sweet,N/A
144.09,83.40,47.87,10.91,81.40,N/A,7.40,247.10,Maize,Peaty,Sweet,N/A
131.79,58.31,71.85,32.95,50.46,N/A,6.34,142.03,Maize,Clay,Sweet,N/A
82.23,24.90,43.77,31.95,86.37,N/A,6.69,395.18,Maize,Peaty,Dent,N/A
8.62,57.68,10.92,17.57,55.29,N/A,6.79,29.31,Maize,Clay,Sweet,N/A
5.14,43.61,69.83,34.04,51.00,N/A,6.75,146.41,Maize,Loamy,Flint,N/A
132.77,67.92,32.28,17.39,39.55,N/A,5.77,309.32,Maize,Clay,Sweet,N/A
33.64,8.81,79.47,44.02,44.07,N/A,5.73,107.91,Maize,Silt,Sweet,N/A
67.55,52.29,71.96,32.99,33.25,N/A,5.53,45.61,Maize,Sandy,Dent,N/A
79.77,25.08,77.45,22.06,71.74,N/A,5.75,66.14,Maize,Saline,Flint,N/A
147.89,88.63,91.48,35.69,41.50,N/A,5.45,45.45,Maize,Loamy,Dent,N/A
136.34,55.73,37.67,35.32,65.62,N/A,8.41,178.66,Maize,Loamy,Sweet,N/A
49.43,38.11,86.99,22.08,78.99,N/A,6.29,49.32,Maize,Saline,Flint,N/A
99.60,75.62,45.66,11.93,35.85,N/A,8.03,110.58,Maize,Sandy,Flint,N/A
32.70,57.06,34.55,17.54,87.52,N/A,6.44,52.06,Maize,Silt,Sweet,N/A
94.29,67.64,81.03,36.82,44.91,N/A,5.06,233.53,Maize,Saline,Flint,N/A
51.91,11.53,91.13,14.27,40.86,N/A,8.29,170.69,Maize,Clay,Dent,N/A
102.73,7.89,28.57,44.22,75.39,N/A,6.24,202.37,Maize,Peaty,Flint,N/A
14.87,80.45,89.56,19.56,91.80,N/A,6.68,312.34,Maize,Peaty,Dent,N/A
7.14,83.10,17.59,19.80,84.61,N/A,5.38,225.09,Maize,Saline,Flint,N/A
123.77,5.35,16.12,14.43,89.57,N/A,5.17,74.72,Maize,Sandy,Dent,N/A
62.02,31.28,13.88,37.68,77.66,N/A,7.22,303.86,Maize,Saline,Flint,N/A
19.54,66.43,89.93,40.14,91.78,N/A,5.14,85.24,Maize,Saline,Sweet,N/A
87.27,39.38,25.47,42.52,40.80,N/A,7.03,324.71,Maize,Sandy,Dent,N/A
55.47,36.70,21.87,36.26,67.48,N/A,5.82,241.50,Maize,Sandy,Flint,N/A
93.44,69.81,53.19,33.65,97.48,N/A,8.26,301.31,Maize,Loamy,Sweet,N/A
74.00,19.67,39.57,39.44,49.84,N/A,5.75,326.41,Maize,Peaty,Flint,N/A
95.25,13.10,66.35,10.85,56.21,N/A,4.53,192.16,Maize,Loamy,Flint,N/A
140.76,60.15,68.00,12.67,56.32,N/A,7.89,323.89,Maize,Sandy,Dent,N/A
